"governmentname","governmenttype","county","electiondate","amount","purpose","purposedescription","propnumber","votesfor","votesagainst","result","source"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","5770000","Other","Animal Care & Control","6","0","0","Cancelled","TBR"
"Roby CISD","ISD","Fisher","2020-11-03T00:00:00.000","10800000","Building","School Building & Security","1","382","287","Carried","TBR"
"Lamar CISD","ISD","Fort Bend","2020-11-03T00:00:00.000","645228864","Building","School Building & Security","1","49994","25140","Carried","TBR"
"Royal ISD","ISD","Waller","2020-11-03T00:00:00.000","5675000","Other","Athletic Facilities Improvements","2","1259","2043","Defeated","TBR"
"Sheldon ISD","ISD","Harris","2020-11-03T00:00:00.000","438800000","Building","School Building & Security","1","0","0","Cancelled","TBR"
"Ingleside ISD","ISD","San Patricio","2020-11-03T00:00:00.000","26000000","Building","School Building/Gym","1","0","0","Cancelled","TBR"
"Bryan ISD","ISD","Brazos","2020-11-03T00:00:00.000","175000000","Building","School  Building","1","17018","16736","Carried","TBR"
"Dallas ISD","ISD","Dallas","2020-11-03T00:00:00.000","66100000","Other","Performing Arts","4","174604","184927","Defeated","TBR"
"Hays County","COUNTY","Hays","2020-11-03T00:00:00.000","75000000","Other","Park","1","71502","31314","Carried","TBR"
"Lago Vista ISD","ISD","Travis","2020-11-03T00:00:00.000","3450000","Other","Buses","2","3318","3791","Defeated","TBR"
"Prosper","CITY","Collin","2020-11-03T00:00:00.000","150000000","Other","Street & Bridge","3","9189","2551","Carried","TBR"
"Gainesville ISD","ISD","Cooke","2020-11-03T00:00:00.000","35100000","Building","School Building & Technology","1","0","0","Cancelled","TBR"
"Lamar CISD","ISD","Fort Bend","2020-11-03T00:00:00.000","93783238","Building","Stadium","3","34115","39949","Defeated","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","152700000","Other","Public Safety","12","0","0","Cancelled","TBR"
"Fort Stockton ISD","ISD","Pecos","2020-11-03T00:00:00.000","1190000","Other","Auditorium","5","0","0","Cancelled","TBR"
"Frenship ISD","ISD","Lubbock","2020-11-03T00:00:00.000","299700000","Building","School  Building","1","14213","9688","Carried","TBR"
"San Antonio ISD","ISD","Bexar","2020-11-03T00:00:00.000","1210000000","Building","School Building & Security","1","59877","27580","Carried","TBR"
"Gregory-Portland ISD","ISD","San Patricio","2020-11-03T00:00:00.000","98486333","Building","School  Building","1","4545","3688","Carried","TBR"
"Hays CISD","ISD","Hays","2020-11-03T00:00:00.000","27768317","Other","Building","5","0","0","Cancelled","TBR"
"Amarillo","CITY","Potter-Randall","2020-11-03T00:00:00.000","275000000","Other","Civic Center","1","26376","42596","Defeated","TBR"
"Karnes City ISD","ISD","Karnes","2020-11-03T00:00:00.000","22050000","Building","School Building & Buses","1","1009","858","Carried","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","3000000","Other","Art Project","11","0","0","Cancelled","TBR"
"Dallas ISD","ISD","Dallas","2020-11-03T00:00:00.000","53300000","Renovations","Athletic Facility Improvements","3","136236","223524","Defeated","TBR"
"Allen ISD","ISD","Collin","2020-11-03T00:00:00.000","25000000","Other","Technology","4","23820","20092","Carried","TBR"
"Jim Ned CISD","ISD","Taylor","2020-11-03T00:00:00.000","25885000","Building","School  Building","1","2343","1481","Carried","TBR"
"Christoval ISD","ISD","Tom Green","2020-11-03T00:00:00.000","5770000","Building","School  Building","1","0","0","Cancelled","TBR"
"Port Aransas ISD","ISD","Nueces","2020-11-03T00:00:00.000","360000","Other","Housing Facility","3","1140","1080","Carried","TBR"
"Royal ISD","ISD","Waller","2020-11-03T00:00:00.000","27625000","Building","School Building & Buses","1","1602","1718","Defeated","TBR"
"Ingleside ISD","ISD","San Patricio","2020-11-03T00:00:00.000","6000000","Other","Athletic Facilities Improvements","2","0","0","Cancelled","TBR"
"Burnet CISD","ISD","Burnet","2020-11-03T00:00:00.000","23900000","Other","School Building & Security","1","0","0","Cancelled","TBR"
"West Lake Hills","CITY","Travis","2020-11-03T00:00:00.000","10000000","Other","Roads","2","0","0","Cancelled","TBR"
"Fort Stockton ISD","ISD","Pecos","2020-11-03T00:00:00.000","8795000","Other","Athletic Facility Improvements","4","0","0","Cancelled","TBR"
"Fort Stockton ISD","ISD","Pecos","2020-11-03T00:00:00.000","2845000","Other","Technology","3","0","0","Cancelled","TBR"
"Dickinson ISD","ISD","Galveston","2020-11-03T00:00:00.000","94200000","Other","School Building, Buses & Technology","1","11154","9532","Carried","TBR"
"Upper Brushy Creek WCID","WD","Williamson","2020-11-03T00:00:00.000","85000000","Other","Drainage","1","96272","59778","Carried","TBR"
"Prairie Lea ISD","ISD","Caldwell","2020-11-03T00:00:00.000","8000000","Building","School  Building","1","0","0","Cancelled","TBR"
"Galveston ISD","ISD","Galveston","2020-11-03T00:00:00.000","187000000","Other","Baseball Park","1","0","0","Cancelled","TBR"
"Grandview ISD","ISD","Johnson","2020-11-03T00:00:00.000","6000000","Building","School  Building","1","700","507","Carried","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","10200000","Building","City Building","3","0","0","Cancelled","TBR"
"Lamar CISD","ISD","Fort Bend","2020-11-03T00:00:00.000","31937031","Other","Aquatic Facilities","2","35675","38599","Defeated","TBR"
"Jim Ned CISD","ISD","Taylor","2020-11-03T00:00:00.000","7810000","Other","Performing Arts","2","2174","1624","Carried","TBR"
"North Lamar ISD","ISD","Lamar","2020-11-03T00:00:00.000","1200000","Other","Buses","2","0","0","Cancelled","TBR"
"Rotan ISD","ISD","Fisher","2020-11-03T00:00:00.000","15000000","Building","School  Building","1","405","370","Carried","TBR"
"Pflugerville","CITY","Travis","2020-11-03T00:00:00.000","47300000","Other","Senior Citizen Cente","1","14702","11020","Carried","TBR"
"Rogers ISD","ISD","Bell","2020-11-03T00:00:00.000","4800000","Building","School Building & Buses","1","859","872","Defeated","TBR"
"Sundown ISD","ISD","Hockley","2020-11-03T00:00:00.000","4840000","Building","School  Building","1","0","0","Cancelled","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","78300000","Other","Parks & Recreation","8","0","0","Cancelled","TBR"
"Allen ISD","ISD","Collin","2020-11-03T00:00:00.000","7200000","Renovations","Athletic Facility Improvements","2","17048","26734","Defeated","TBR"
"Dallas ISD","ISD","Dallas","2020-11-03T00:00:00.000","33500000","Building","Natatorium","5","151368","206471","Defeated","TBR"
"Dalhart","CITY","Dallam","2020-11-03T00:00:00.000","5440000","Other","Fire Imprs","1","0","0","Cancelled","TBR"
"Sundown ISD","ISD","Hockley","2020-11-03T00:00:00.000","1260000","Other","Housing Facility","3","0","0","Cancelled","TBR"
"Carthage ISD","ISD","Panola","2020-11-03T00:00:00.000","9000000","Other","Maintenance","1","1263","774","Carried","TBR"
"Galveston ISD","ISD","Galveston","2020-11-03T00:00:00.000","19400000","Other","Natatorium","2","0","0","Cancelled","TBR"
"Huntington ISD","ISD","Angelina","2020-11-03T00:00:00.000","19295000","Building","SchoolBuildingAthleticImprovements","1","1192","2816","Defeated","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","1300000","Other","Health & Human Services","4","0","0","Cancelled","TBR"
"Hays CISD","ISD","Hays","2020-11-03T00:00:00.000","3954453","Other","Parking","4","0","0","Cancelled","TBR"
"North Richland Hills","CITY","Tarrant","2020-11-03T00:00:00.000","49875000","Other","Streets & Roads","1","24798","6615","Carried","TBR"
"Killeen ISD","ISD","Bell","2020-11-03T00:00:00.000","209000000","Building","School Building","1","0","0","Cancelled","TBR"
"Port Aransas ISD","ISD","Nueces","2020-11-03T00:00:00.000","175000","Other","Technology","4","1366","834","Carried","TBR"
"Sundown ISD","ISD","Hockley","2020-11-03T00:00:00.000","650000","Other","Technology","2","0","0","Cancelled","TBR"
"Friendswood ISD","ISD","Galveston","2020-11-03T00:00:00.000","1000000","Other","Technology","2","8017","7423","Carried","TBR"
"College of the Mainland","CCD","Galveston","2020-11-03T00:00:00.000","13950000","Refund","Refund","1","26159","26760","Defeated","TBR"
"Northwest ISD","ISD","Denton","2020-11-03T00:00:00.000","23573000","Other","Athletic Facilities Improvements","2","8506","15853","Defeated","TBR"
"Hays CISD","ISD","Hays","2020-11-03T00:00:00.000","34660816","Other","Renovations","2","0","0","Cancelled","TBR"
"Fate","CITY","Rockwall","2020-11-03T00:00:00.000","3250000","Other","Park","1","3917","3810","Carried","TBR"
"Franklin ISD","ISD","Robertson","2020-11-03T00:00:00.000","7400000","Building","School Building & Security","1","1931","1111","Carried","TBR"
"Allen ISD","ISD","Collin","2020-11-03T00:00:00.000","515000","Renovations","School Building Improvements","3","21219","22507","Defeated","TBR"
"San Antonio ISD","ISD","Bexar","2020-11-03T00:00:00.000","90000000","Other","Technology","2","61363","26754","Carried","TBR"
"Pflugerville","CITY","Travis","2020-11-03T00:00:00.000","101700000","Other","Transportation","3","17921","8349","Carried","TBR"
"Fort Stockton ISD","ISD","Pecos","2020-11-03T00:00:00.000","62930000","Other","School Building & Buses","1","0","0","Cancelled","TBR"
"Sharyland ISD","ISD","Hidalgo","2020-11-03T00:00:00.000","40000000","Building","School  Building","1","6794","7941","Defeated","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","207800000","Other","Street & Drainage","1","0","0","Cancelled","TBR"
"Northwest ISD","ISD","Denton","2020-11-03T00:00:00.000","937702000","Building","School  Building","1","9758","14680","Defeated","TBR"
"Willis ISD","ISD","Montgomery","2020-11-03T00:00:00.000","100150000","Building","School  Building","1","8767","7426","Carried","TBR"
"Nordheim ISD","ISD","DeWitt","2020-11-03T00:00:00.000","6345000","Building","School Building & Buses","1","0","0","Cancelled","TBR"
"Lago Vista ISD","ISD","Travis","2020-11-03T00:00:00.000","44330000","Building","School Building & Security","1","3729","3441","Carried","TBR"
"Rhome","CITY","Wise","2020-11-03T00:00:00.000","4750000","Building","Municipal Building","1","319","363","Defeated","TBR"
"North Lamar ISD","ISD","Lamar","2020-11-03T00:00:00.000","29980000","Building","School Building","1","0","0","Cancelled","TBR"
"Dallas ISD","ISD","Dallas","2020-11-03T00:00:00.000","3271600000","Building","School  Building","1","192084","170187","Carried","TBR"
"Bridgeport ISD","ISD","Wise","2020-11-03T00:00:00.000","9900000","Other","Stadium","2","0","0","Cancelled","TBR"
"Carthage ISD","ISD","Panola","2020-11-03T00:00:00.000","3000000","Other","Technology","2","1292","720","Carried","TBR"
"Irving","CITY","Dallas","2020-11-03T00:00:00.000","10700000","Other","Technology","9","0","0","Cancelled","TBR"
"Aransas County","COUNTY","Aransas","2020-11-03T00:00:00.000","1295000","Other","Street & Drainage","2","9117","2475","Carried","TBR"
"Orange Grove ISD","ISD","Jim Wells","2020-11-03T00:00:00.000","1000000","Building","School Building/Stadium","2","0","0","Cancelled","TBR"
"Ponder ISD","ISD","Denton","2020-11-03T00:00:00.000","75000000","Building","School  Building","1","1439","1733","Defeated","TBR"
"Prosper","CITY","Collin","2020-11-03T00:00:00.000","30000000","Other","Public Safety","1","9249","2535","Carried","TBR"
"Southside ISD","ISD","Bexar","2020-11-03T00:00:00.000","64700000","Building","School  Building","1","0","0","Cancelled","TBR"
"Troup ISD","ISD","Smith","2020-11-03T00:00:00.000","22667500","Building","School Building/Gym","1","985","1408","Defeated","TBR"
"Port Aransas ISD","ISD","Nueces","2020-11-03T00:00:00.000","241000","Other","Athletic Facilities Improvements","2","1301","921","Carried","TBR"
"Hamshire-Fannett ISD","ISD","Jefferson","2020-11-03T00:00:00.000","1480000","Refund","Athletic Facilities Improvements","2","2247","2853","Defeated","TBR"
"Austin","CITY","Travis-Williamson","2020-11-03T00:00:00.000","460000000","Programs","Transit System","1","274070","134610","Carried","TBR"
"Sundown ISD","ISD","Hockley","2020-11-03T00:00:00.000","1310000","Building","SchoolBuildingAthleticImprovements","4","0","0","Cancelled","TBR"
"Killeen ISD","ISD","Bell","2020-11-03T00:00:00.000","56000000","Other","Athletic Facilities Improvements","2","0","0","Cancelled","TBR"
"Northwest ISD","ISD","Denton","2020-11-03T00:00:00.000","16485000","Other","Technology","4","10635","13576","Defeated","TBR"
"Corpus Christi","CITY","Nueces","2020-11-03T00:00:00.000","12000000","Programs","Parks & Recreation","C","71734","30622","Carried","TBR"
"Corpus Christi","CITY","Nueces","2020-11-03T00:00:00.000","61000000","Renovations","Street","A","75206","27328","Carried","TBR"
"Ellis County FWSD 1","WD","Ellis","2020-11-03T00:00:00.000","13670000","Other","Water, Sewer, & Drainage","2","3","0","Carried","TBR"
"Corpus Christi","CITY","Nueces","2020-11-03T00:00:00.000","2000000","Programs","Public Safety","B","76688","25663","Carried","TBR"
"Ellis County FWSD 1","WD","Ellis","2020-11-03T00:00:00.000","45250000","Other","Road","1","3","0","Carried","TBR"
"McMullen County ISD","ISD","McMullen","2020-11-03T00:00:00.000","1500000","Building","Housing Facility","B","276","180","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","36431000","Other","Road","F","2","0","Carried","TBR"
"Karnes City ISD","ISD","Karnes","2020-11-03T00:00:00.000","6300000","Other","Athletic Facilities Improvements","2","846","1018","Defeated","TBR"
"Wichita Falls ISD","ISD","Wichita","2020-11-03T00:00:00.000","276415000","Building","School  Building","1","13341","13000","Carried","TBR"
"Montgomery County MUD 16","WD","Montgomery","2020-11-03T00:00:00.000","9500000","Other","Water, Sewer & Drainage","1","151","88","Carried","TBR"
"Fort Bend County","COUNTY","Fort Bend","2020-11-03T00:00:00.000","218500000","Other","Mobility Projects","1","238769","78190","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","49297112","Other","Parks & Recreation","D","2","0","Carried","TBR"
"Nueces County DD 2","WD","Nueces","2020-11-03T00:00:00.000","5330000","Other","Drainage","1","2986","1134","Carried","TBR"
"Daisetta","CITY","Liberty","2020-11-03T00:00:00.000","2120000","Other","Water, Sewer & Drainage","A","200","190","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","27727294","Refund","Roads, Refunding","G","2","0","Carried","TBR"
"Guthrie CSD","ISD","King","2020-11-03T00:00:00.000","785000","Other","School Building & Buses","A","114","32","Carried","TBR"
"Newport MUD","WD","Harris","2020-11-03T00:00:00.000","52960000","Other","Water & Sewer","1","3110","1531","Carried","TBR"
"Somerville","CITY","Burleson","2020-11-03T00:00:00.000","1100000","Other","Street","B","341","150","Carried","TBR"
"Allen ISD","ISD","Collin","2020-11-03T00:00:00.000","189313000","Building","School  Building","1","21994","21947","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","277673000","Other","Water, Sewer & Drainage","B","2","0","Carried","TBR"
"Sinton ISD","ISD","San Patricio","2020-11-03T00:00:00.000","19670000","Other","Athletic Facilities Improvements","2","1647","1535","Carried","TBR"
"Sinton ISD","ISD","San Patricio","2020-11-03T00:00:00.000","91390000","Building","School Building & Security","1","1764","1463","Carried","TBR"
"Friendswood ISD","ISD","Galveston","2020-11-03T00:00:00.000","127275000","Building","School Building & Security","1","8093","7454","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","155836000","Refund","Parks & Recreation Refunding","E","2","0","Carried","TBR"
"Somerville","CITY","Burleson","2020-11-03T00:00:00.000","400000","Other","Water & Sewer","A","334","152","Carried","TBR"
"McMullen County ISD","ISD","McMullen","2020-11-03T00:00:00.000","14500000","Other","School Building & Buses","A","277","181","Carried","TBR"
"Guthrie CSD","ISD","King","2020-11-03T00:00:00.000","290000","Refund","Refunding","B","106","36","Carried","TBR"
"Hardin-Jefferson ISD","ISD","Hardin","2020-11-03T00:00:00.000","21250000","Building","School  Building","1","5704","2647","Carried","TBR"
"Haltom City","CITY","Tarrant","2020-11-03T00:00:00.000","20000000","Other","Police","A","8544","2797","Carried","TBR"
"Northwest Freeway MUD","WD","Harris","2020-11-03T00:00:00.000","18155000","Other","Water, Sewer & Drainage","A","395","423","Defeated","TBR"
"Northwest Freeway MUD","WD","Harris","2020-11-03T00:00:00.000","18155000","Other","Water, Sewer, Drainage, & Refunding","B","411","401","Carried","TBR"
"Harris County MUD 165 Defined Area 2","WD","Harris","2020-11-03T00:00:00.000","10930000","Refund","Water, Sewer, Drainage, & Refunding","C","2","0","Carried","TBR"
"Sundown ISD","ISD","Hockley","2021-05-01T00:00:00.000","455000","Other","Technology","B","147","43","Carried","TBR"
"Sundown ISD","ISD","Hockley","2021-05-01T00:00:00.000","140000","Building","SchoolBuildingAthleticImprovements","D","146","47","Carried","TBR"
